"[1710368099.2440133, 1710368099.247895, 1710368099.2517767, 1710368099.2556581, 1710368099.2595398, 1710368099.2634215, 1710368099.267303, 1710368099.2711847, 1710368099.2750664, 1710368099.2789478, 1710368099.2828295, 1710368099.2867112]","[-1000.0, -1000.0, -720.21484375, -1000.0, 0.0]","[-1000.0, -1000.0, -708.984375, -1000.0, 0.0]","[-1000.0, -1000.0, -768.06640625, -1000.0, 0.0]","[-1000.0, -1000.0, -774.4140625, -1000.0, 0.0]","[-1000.0, -1000.0, -740.72265625, -1000.0, 0.0]","[-1000.0, -1000.0, -738.28125, -1000.0, 0.0]","[-1000.0, -1000.0, -801.7578125, -1000.0, 0.0]","[-1000.0, -1000.0, -858.3984375, -1000.0, 0.0]","[-1000.0, -1000.0, -788.57421875, -1000.0, 0.0]","[-1000.0, -1000.0, -752.44140625, -1000.0, 0.0]","[-1000.0, -1000.0, -860.3515625, -1000.0, 0.0]","[-1000.0, -1000.0, -865.234375, -1000.0, 0.0]",0
"[1710368101.5881155, 1710368101.5920014, 1710368101.5958874, 1710368101.5997734, 1710368101.6036594, 1710368101.6075454, 1710368101.6114314, 1710368101.6153173, 1710368101.6192033, 1710368101.6230893, 1710368101.6269753, 1710368101.630861]","[982.421875, 965.8203125, -255.37109375, -1000.0, 0.0]","[905.76171875, 940.4296875, -367.1875, -1000.0, 0.0]","[999.51171875, 997.0703125, -459.9609375, -1000.0, 0.0]","[712.40234375, 511.71875, -423.33984375, -1000.0, 0.0]","[-710.44921875, -602.05078125, -408.203125, -1000.0, 0.0]","[-1000.0, -1000.0, -420.41015625, -1000.0, 0.0]","[-937.5, -970.703125, -500.0, -1000.0, 0.0]","[-1000.0, -998.046875, -470.21484375, -1000.0, 0.0]","[-1000.0, -1000.0, -431.640625, -1000.0, 0.0]","[-1000.0, -1000.0, -588.8671875, -1000.0, 0.0]","[-1000.0, -1000.0, -601.07421875, -1000.0, 0.0]","[-1000.0, -1000.0, -627.44140625, -1000.0, 0.0]",1
