Timestamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Direction
1712351405.1503074,234.86328125,-761.23046875,-394.04296875,5.859375,0.0,none
1712351405.1542068,-681.15234375,-112.3046875,1.953125,-60.05859375,0.0,none
1712351405.1581059,-642.08984375,-383.7890625,-237.3046875,-104.98046875,0.0,none
1712351405.162005,245.1171875,-942.3828125,-568.84765625,-68.359375,0.0,none
1712351405.1659043,483.88671875,-916.015625,-467.7734375,21.484375,0.0,none
1712351405.1698034,-411.1328125,-612.3046875,-333.0078125,-20.01953125,0.0,none
1712351405.1737027,-791.50390625,-763.18359375,-433.10546875,-103.515625,0.0,none
1712351405.1776018,-20.01953125,-1000.0,-553.22265625,-134.27734375,0.0,none
1712351405.181501,543.45703125,-1000.0,-579.1015625,-44.921875,0.0,none
1712351405.1854002,-182.12890625,-814.94140625,-406.73828125,-33.69140625,0.0,none
1712351405.1892993,-860.3515625,-326.66015625,-148.92578125,-180.6640625,0.0,none
1712351405.1931987,-251.953125,-485.83984375,-323.2421875,-192.87109375,0.0,none
1712351405.197153,551.26953125,-989.2578125,-562.5,-61.03515625,0.0,none
1712351405.2010522,80.078125,-931.15234375,-476.07421875,-6.8359375,0.0,none
1712351405.2049515,-798.33984375,-374.0234375,-145.01953125,-137.20703125,0.0,none
1712351405.2088506,-492.67578125,-327.1484375,-182.12890625,-197.75390625,0.0,none
1712351405.2127497,427.734375,-906.73828125,-621.58203125,-89.84375,0.0,none
1712351405.216649,343.75,-1000.0,-731.93359375,25.390625,0.0,none
1712351405.2205482,-651.85546875,-662.59765625,-346.6796875,-119.62890625,0.0,none
1712351405.2244475,-756.34765625,-74.21875,58.10546875,-312.98828125,0.0,none
1712351405.2283466,174.8046875,-642.578125,-409.1796875,-193.359375,0.0,none
1712351405.232246,451.66015625,-1000.0,-659.1796875,-70.3125,0.0,none
1712351405.236145,-455.56640625,-406.25,-171.38671875,-119.140625,0.0,none
1712351405.240044,-895.5078125,-78.125,5.37109375,-206.54296875,0.0,none
1712351405.2440417,-120.1171875,-603.02734375,-427.24609375,-161.1328125,0.0,none
1712351405.2479408,514.6484375,-1000.0,-681.15234375,-31.73828125,0.0,none
1712351405.25184,-168.45703125,-512.6953125,-204.58984375,-68.84765625,0.0,none
1712351405.2557392,-853.515625,108.88671875,147.4609375,-184.5703125,0.0,none
1712351405.2596385,-290.52734375,-463.37890625,-323.2421875,-150.87890625,0.0,none
1712351405.2635376,497.55859375,-1000.0,-736.81640625,-4.8828125,0.0,none
1712351405.267437,76.171875,-907.71484375,-504.39453125,-11.23046875,0.0,none
1712351405.271336,-818.359375,-396.97265625,-145.01953125,-156.25,0.0,none
1712351405.2752354,-595.703125,-481.4453125,-365.234375,-155.76171875,0.0,none
1712351405.2791345,296.875,-1000.0,-796.875,14.16015625,0.0,none
1712351405.2830338,266.11328125,-955.078125,-537.109375,10.25390625,0.0,none
