words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,(-477.5390625+0j),(-5.799525959805578+275.90337949061757j),(295.14999246295065-204.62179971856176j),(-69.28740981226895-407.74473649962783j),(1255.615234375+63.85245897043467j),(1617.2896346851321-4487.437892680818j),(-5581.54296875-3686.03515625j),(-3053.3887028722556+2713.9684099569367j),(-715.576171875-154.34534784244144j),(-1585.0094651877303+1169.4037010003717j),(-143.7828049629511-422.819606531438j),(-1866.69515585307+549.1064518528628j),(332.03125000000006+7.105427357601002e-15j),(-1866.69515585307-549.1064518528627j),(-143.782804962951+422.81960653143807j),(-1585.0094651877303-1169.4037010003722j),(-715.576171875+154.34534784244144j),(-3053.388702872256-2713.9684099569363j),(-5581.54296875+3686.03515625j),(1617.2896346851312+4487.437892680818j),(1255.615234375-63.852458970434675j),(-69.28740981226963+407.7447364996277j),(295.149992462951+204.62179971856193j),(-5.799525959805692-275.90337949061757j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-2072.265625+0j),(-2704.14626200335+1218.382765776821j),(100.71014240381874+1091.514823166543j),(-1507.3107426671831+142.80509034744455j),(1301.7578125+15.223102800898346j),(-3693.652019458629-3936.216112177224j),(-4731.93359375+4312.98828125j),(1702.4266544983013+1835.075804167115j),(-1288.57421875+78.65269780464139j),(-295.42363233281696+1214.094152847444j),(-311.1593611538192+813.2703330834568j),(498.1060019636782+403.1455369324808j),(-69.33593749999989-5.329070518200751e-15j),(498.1060019636775-403.14553693248104j),(-311.15936115381913-813.2703330834569j),(-295.4236323328171-1214.0941528474443j),(-1288.57421875-78.65269780464139j),(1702.4266544983016-1835.0758041671147j),(-4731.93359375-4312.98828125j),(-3693.65201945863+3936.2161121772247j),(1301.7578125-15.22310280089834j),(-1507.3107426671831-142.80509034744478j),(100.71014240381913-1091.514823166543j),(-2704.146262003349-1218.3827657768209j)
foo,(-58.59375+0j),(-15.802234519846639+46.17178237459601j),(36.292748843188846-12.41141810890727j),(-27.06788517702364-41.58347212104602j),(-11.23046875-21.143198334581022j),(-65.30788228319119-63.34919311011504j),(-94.23828125+35.64453125j),(-15.954630335072503+35.88143122746042j),(-26.3671875+13.531646934131853j),(-13.947739822976372+16.033715378953964j),(-15.296655093188853+7.04032435890727j),(-11.333690361889644+1.6286580370205357j),(-18.5546875+1.7763568394002505e-15j),(-11.333690361889651-1.6286580370205392j),(-15.296655093188846-7.04032435890727j),(-13.947739822976365-16.03371537895397j),(-26.3671875-13.531646934131853j),(-15.954630335072503-35.88143122746042j),(-94.23828125-35.64453125j),(-65.30788228319119+63.349193110115046j),(-11.23046875+21.143198334581022j),(-27.067885177023634+41.583472121046015j),(36.292748843188846+12.41141810890727j),(-15.802234519846644-46.171782374596006j)
foo,(-106.93359375+0j),(-70.44934930357543+71.70709115742692j),(22.577681817739673+30.019903375748605j),(-28.685906905043545-13.543234390971389j),(9.521484374999998-19.02887850112292j),(-105.25155649022159-78.36179180641429j),(-102.5390625+96.19140625j),(18.860832256688635+26.910369132209222j),(-47.607421875+13.108782967440233j),(-4.5172180949564655+29.425515609028604j),(-13.78861931773968+4.648065374251388j),(-9.175551462891605-2.3150697811966054j),(-27.832031249999996+3.552713678800501e-15j),(-9.17555146289161+2.315069781196617j),(-13.788619317739677-4.648065374251388j),(-4.517218094956476-29.42551560902862j),(-47.607421875-13.108782967440233j),(18.860832256688635-26.910369132209222j),(-102.5390625-96.19140625j),(-105.25155649022159+78.36179180641429j),(9.521484374999996+19.028878501122918j),(-28.685906905043545+13.543234390971381j),(22.577681817739677-30.019903375748612j),(-70.44934930357543-71.7070911574269j)
foo,(-1604.00390625+0j),(-2337.0679045796433+988.3205653451837j),(320.79725263510727+741.2215894895203j),(-1513.3723703831859-261.6782190851825j),(1121.826171875-256.6784277818136j),(-3928.579052304691-4088.574040159764j),(-4985.3515625+4332.51953125j),(1601.0506960075331+1948.856820951791j),(-1324.951171875+139.12224504154312j),(-300.1041921168145+1270.5483434148173j),(-304.1956901351077+813.9541917604795j),(478.07282337680135+420.61626673362844j),(-52.24609375+5.684341886080802e-14j),(478.072823376801-420.6162667336282j),(-304.1956901351075-813.9541917604794j),(-300.10419211681415-1270.5483434148173j),(-1324.951171875-139.12224504154312j),(1601.0506960075331-1948.8568209517907j),(-4985.3515625-4332.51953125j),(-3928.579052304691+4088.574040159764j),(1121.826171875+256.6784277818135j),(-1513.3723703831856+261.67821908518204j),(320.7972526351075-741.2215894895206j),(-2337.0679045796433-988.3205653451837j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-834.47265625+0j),(-903.9078433951922-158.42629470757112j),(-1310.0485258278459-366.13695764072213j),(-1052.8918142581524+431.6381588701739j),(-1261.23046875-1910.4994015127409j),(-5801.646255390785+1601.8516814879495j),(1056.15234375+5628.90625j),(1597.2654533151685-965.3786310442478j),(-740.72265625+1531.613287357049j),(1252.110564258152-334.96340362982573j),(-931.162411672154+449.1447701407219j),(956.9214579708091+60.1712053246265j),(-695.8007812500001+1.1368683772161603e-13j),(956.9214579708091-60.17120532462641j),(-931.1624116721541-449.1447701407221j),(1252.110564258152+334.9634036298257j),(-740.72265625-1531.613287357049j),(1597.2654533151685+965.3786310442476j),(1056.15234375-5628.90625j),(-5801.646255390784-1601.8516814879497j),(-1261.23046875+1910.4994015127409j),(-1052.8918142581524-431.6381588701739j),(-1310.0485258278459+366.1369576407221j),(-903.9078433951922+158.42629470757134j)
foo,(-117.1875+0j),(15.468059641915321+73.58803821102774j),(-4.900341008233518-40.120749801272645j),(-32.35099316207962+38.78242523007463j),(25.146484375-33.40625336863801j),(-99.63479139226945-10.044960547382313j),(-5.859375+94.7265625j),(33.68428260634093-3.2372035451364667j),(-10.986328125+11.41732710067375j),(11.843180662079616+2.649612730074634j),(-8.283252741766482+3.0113748012726305j),(6.537136644013195+4.280281208781892j),(-1.9531249999999982+3.552713678800501e-15j),(6.537136644013199-4.2802812087818936j),(-8.283252741766482-3.011374801272641j),(11.843180662079618-2.649612730074651j),(-10.986328125-11.41732710067375j),(33.68428260634093+3.2372035451364694j),(-5.859374999999999-94.7265625j),(-99.63479139226945+10.044960547382312j),(25.146484375+33.406253368638005j),(-32.35099316207962-38.78242523007463j),(-4.900341008233518+40.12074980127264j),(15.468059641915318-73.58803821102772j)
foo,(-184.08203125+0j),(-46.46970937478169+112.24989453895876j),(-11.67086122492514+4.704089158308378j),(-40.15928321513063+50.99962019109577j),(8.7890625-30.44620560179667j),(-156.5871521789644+23.833714841192855j),(21.484375+180.17578125j),(78.61177374408396-19.712217440243997j),(-20.01953125+21.14319833458102j),(32.34678321513061+2.1714951910957865j),(-14.20804502507486+5.549817091691622j),(20.92946280966214+4.428639320395618j),(-7.32421875+3.552713678800501e-15j),(20.929462809662148-4.428639320395604j),(-14.208045025074862-5.5498170916916205j),(32.34678321513061-2.1714951910957936j),(-20.01953125-21.14319833458102j),(78.61177374408396+19.712217440244004j),(21.484375-180.17578125j),(-156.5871521789644-23.83371484119285j),(8.7890625+30.446205601796667j),(-40.15928321513061-50.99962019109579j),(-11.670861224925138-4.7040891583083795j),(-46.469709374781694-112.24989453895876j)
foo,(-1907.71484375+0j),(-760.5471937535485+700.5555540037763j),(-922.858685874628-446.48774097492765j),(-950.6159867402821+436.74210688281323j),(-1113.28125-2086.410811656455j),(-5905.228303690303+1453.0585903687283j),(895.01953125+5667.96875j),(1640.891561933549-822.2342338124139j),(-782.71484375+1534.1504711571988j),(1426.2019242402816+14.86710688281346j),(-370.5983453753719+115.92133472492742j),(679.1808105103028-519.2688093150812j),(-1243.65234375+0j),(679.1808105103032+519.2688093150814j),(-370.5983453753719-115.92133472492759j),(1426.2019242402816-14.867106882813516j),(-782.71484375-1534.1504711571988j),(1640.8915619335485+822.234233812414j),(895.0195312499999-5667.96875j),(-5905.228303690303-1453.0585903687283j),(-1113.28125+2086.410811656455j),(-950.6159867402816-436.7421068828135j),(-922.8586858746281+446.4877409749276j),(-760.547193753549-700.5555540037763j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-131.8359375+0j),(1.7649867244900896+77.08980627385003j),(-17.795343617515087-11.02952015044917j),(-14.372572677023637+37.05609031506841j),(-32.71484375-4.228639666916203j),(-34.228215378540554+97.16232461118759j),(84.47265625+47.36328125j),(33.417544461624345-25.76998584015992j),(7.32421875-10.99446313398213j),(-1.252427322976363+0.9232778150684258j),(10.959406117515094+4.193582650449166j),(5.881621692426112-0.1731957748024655j),(9.765624999999998+4.440892098500626e-16j),(5.881621692426105+0.1731957748024584j),(10.959406117515094-4.193582650449168j),(-1.2524273229763636-0.9232778150684169j),(7.32421875+10.99446313398213j),(33.417544461624345+25.76998584015992j),(84.47265625-47.36328124999999j),(-34.228215378540554-97.16232461118757j),(-32.71484375+4.228639666916203j),(-14.37257267702363-37.05609031506841j),(-17.795343617515094+11.029520150449168j),(1.7649867244900903-77.08980627385003j)
foo,(-185.05859375+0j),(35.58056781477198+111.12512599047255j),(-29.456811343188832-32.3608353259732j),(-3.260580825031102+80.51907532914055j),(-13.183593749999998-21.98892626796426j),(-41.61619668515157+137.71931445719787j),(149.4140625+56.15234375j),(44.79128330042083-55.08854177858094j),(15.625-7.611551400449168j),(14.00276832503109-2.4887371708594195j),(22.132592593188853+0.6225540759731913j),(14.955283069958757+1.1986072262513403j),(24.902343749999996+0j),(14.955283069958762-1.1986072262513687j),(22.132592593188846-0.6225540759731949j),(14.002768325031093+2.48873717085943j),(15.625+7.611551400449168j),(44.79128330042082+55.08854177858093j),(149.41406249999997-56.15234374999999j),(-41.61619668515155-137.71931445719784j),(-13.183593749999996+21.98892626796426j),(-3.2605808250310897-80.51907532914055j),(-29.456811343188846+32.3608353259732j),(35.58056781477198-111.12512599047255j)
foo,(387.6953125+0j),(198.3186975171243-352.46315438634474j),(-674.0486011657995+694.3299822601048j),(1143.8333176445199+749.1948998912208j),(-1496.09375-303.6163280845834j),(-270.2383701875699+5235.755819223302j),(5963.8671875+1872.0703125j),(2329.30849095778-2191.9863712976858j),(1461.42578125-363.6630113547935j),(855.1901198554799-1181.4691626087786j),(708.7165699157995+634.283298989895j),(1740.6580567126657-855.3850263653567j),(-321.2890625+2.842170943040401e-14j),(1740.6580567126657+855.3850263653562j),(708.7165699157994-634.283298989895j),(855.1901198554799+1181.4691626087786j),(1461.42578125+363.6630113547935j),(2329.30849095778+2191.9863712976858j),(5963.8671875-1872.0703124999998j),(-270.2383701875699-5235.755819223301j),(-1496.09375+303.6163280845834j),(1143.8333176445199-749.1948998912208j),(-674.0486011657994-694.329982260105j),(198.31869751712424+352.4631543863445j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-229.98046875+0j),(1805.0939648122103+509.0285623620602j),(244.94383533083692+5.004590778816919j),(1925.149283503482+906.0564663696128j),(432.373046875+658.399196138853j),(5140.9633128103+2448.2881768317866j),(4092.7734375-5750.48828125j),(-2425.2426436867936-2068.878789759546j),(595.458984375-291.35327305052647j),(-562.8445960034818-565.6232211303865j),(611.9897584191633+158.08134672118376j),(113.95099106428415-347.8279085466065j),(269.04296875-5.684341886080802e-14j),(113.95099106428336+347.82790854660607j),(611.9897584191633-158.0813467211833j),(-562.8445960034816+565.6232211303865j),(595.458984375+291.35327305052647j),(-2425.242643686793+2068.8787897595466j),(4092.7734375+5750.488281249999j),(5140.9633128103-2448.288176831786j),(432.373046875-658.3991961388529j),(1925.149283503482-906.056466369613j),(244.94383533083675-5.004590778816706j),(1805.0939648122103-509.02856236206037j)
foo,(-152.83203125+0j),(-6.9903940231876565+92.1593316105481j),(-16.866669892589947+11.827359308757549j),(8.118855956039805+52.23767385610199j),(-3.417968749999999+10.99446313398213j),(38.80627629744064+60.3285345773503j),(52.24609375-50.78125j),(-30.288276429925546-8.659349738517832j),(9.765625-3.3829117335329633j),(-13.978230956039805+4.386111356102008j),(14.425263642589954-2.55001555875754j),(-13.246355844327436-3.891846573583752j),(5.37109375+0j),(-13.246355844327438+3.8918465735837593j),(14.425263642589956+2.550015558757547j),(-13.978230956039809-4.386111356102013j),(9.765625+3.3829117335329633j),(-30.28827642992555+8.659349738517838j),(52.24609375+50.781249999999986j),(38.80627629744063-60.32853457735031j),(-3.4179687500000004-10.99446313398213j),(8.118855956039804-52.23767385610199j),(-16.866669892589954-11.827359308757547j),(-6.990394023187655-92.1593316105481j)
foo,(-210.44921875+0j),(17.203956958023603+137.50204104868112j),(0.4497859741765282-0.702061608158651j),(14.866807691095783+55.54732941911567j),(-4.882812499999998+21.98892626796426j),(87.35586560496333+79.55479172592598j),(72.265625-101.07421875j),(-37.86669125316666-9.723686472427083j),(18.06640625-32.98338940194639j),(-38.30430769109577+8.672329419115698j),(28.358807775823472-6.622157141841342j),(-28.60719380982026-7.594480752965801j),(11.23046875+0j),(-28.60719380982027+7.594480752965794j),(28.358807775823472+6.622157141841343j),(-38.30430769109577-8.672329419115684j),(18.06640625+32.98338940194639j),(-37.866691253166664+9.72368647242709j),(72.265625+101.07421875j),(87.35586560496331-79.55479172592595j),(-4.882812500000001-21.98892626796426j),(14.866807691095783-55.547329419115684j),(0.44978597417652644+0.7020616081586573j),(17.2039569580236-137.50204104868112j)
foo,(283.69140625+0j),(1742.843408981851+134.05909263697504j),(184.16095471481913+124.62594608720156j),(2073.4437692364836+686.2875052084055j),(96.435546875+533.2314619981333j),(5080.3814880734935+2766.4025271240366j),(4366.69921875-5758.7890625j),(-2484.7010158983403-2323.7216305863135j),(376.708984375-188.17446517777108j),(-415.24064423648315-461.1734322915943j),(529.2179515351811-6.4618835872011005j),(0.3433063429952199-86.36362465267484j),(604.00390625-5.684341886080802e-14j),(0.3433063429952199+86.36362465267467j),(529.2179515351811+6.461883587201157j),(-415.24064423648315+461.17343229159445j),(376.708984375+188.17446517777108j),(-2484.70101589834+2323.721630586313j),(4366.69921875+5758.7890625j),(5080.3814880734935-2766.4025271240366j),(96.43554687500006-533.2314619981332j),(2073.443769236483-686.2875052084053j),(184.16095471481887-124.62594608720116j),(1742.8434089818516-134.05909263697498j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-1972.16796875+0j),(-854.632048914038+1375.2158227477091j),(498.8211400546438+889.5536473735114j),(124.60017896911256-92.66584662571631j),(923.8281249999999+1409.8284649498623j),(3560.0202500413616-2900.863549207558j),(-3745.60546875-4562.5j),(-2483.4921449140975+2155.4656930499546j),(109.375-976.8157630576432j),(-1603.1158039691118+250.10759087428346j),(-223.43051505464382-1037.0145848735112j),(-2382.052306213226-36.582169509803634j),(-431.1523437499997+0j),(-2382.052306213226+36.582169509804146j),(-223.43051505464382+1037.0145848735112j),(-1603.1158039691124-250.10759087428357j),(109.375+976.8157630576432j),(-2483.4921449140975-2155.465693049955j),(-3745.60546875+4562.5j),(3560.0202500413607+2900.863549207558j),(923.8281249999998-1409.8284649498623j),(124.600178969112+92.66584662571648j),(498.8211400546438-889.5536473735112j),(-854.6320489140378-1375.215822747709j)
foo,(-117.67578125+0j),(-32.81575348841906+68.59085309763825j),(-14.185819767215651+34.00440241766482j),(8.34143609408459+37.722086912079604j),(13.18359375+27.909021801646947j),(67.54525442143145-10.32519931849925j),(-35.64453125-85.9375j),(-50.12614448580237+40.34836265156112j),(14.16015625-16.068830734281576j),(-38.614873594084585+6.472086912079604j),(4.42019476721565+0.17528508233519347j),(-27.572106447210018+4.245416127577874j),(7.32421875-3.552713678800501e-15j),(-27.57210644721003-4.245416127577876j),(4.42019476721565-0.1752850823351828j),(-38.61487359408459-6.472086912079618j),(14.16015625+16.068830734281576j),(-50.12614448580237-40.34836265156112j),(-35.64453125+85.93749999999999j),(67.54525442143144+10.325199318499257j),(13.18359375-27.909021801646944j),(8.341436094084589-37.72208691207961j),(-14.18581976721565-34.00440241766482j),(-32.815753488419055-68.59085309763825j)
foo,(-155.2734375+0j),(-78.50763295258199+104.09380625280514j),(18.35373890044916+77.12025700224584j),(16.268203045143053+16.380726179078366j),(29.296875+47.360764269461484j),(99.80690802027786-73.07324962753952j),(-102.05078125-122.55859375j),(-70.56639401578619+57.57074931258122j),(-11.71875-28.754749735030188j),(-63.14320304514304+27.12291367907836j),(3.130636099550834+1.004742997754164j),(-44.482881051909686+4.699807312684385j),(1.7763568394002505e-15-3.552713678800501e-15j),(-44.48288105190967-4.699807312684377j),(3.1306360995508324-1.004742997754164j),(-63.143203045143046-27.12291367907838j),(-11.71875+28.754749735030188j),(-70.5663940157862-57.570749312581206j),(-102.05078125+122.55859375j),(99.80690802027789+73.07324962753952j),(29.296875-47.360764269461484j),(16.26820304514305-16.38072617907838j),(18.353738900449166-77.12025700224584j),(-78.50763295258199-104.09380625280514j)
