words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,(-123.046875+0j),(-52.72215615784766+79.19643844374497j),(13.44400439296426+11.487441133607817j),(-36.40025742907837-1.5240821990037325j),(-1.7089843750000018-19.87460643450616j),(-110.2230248522785-36.868931943567915j),(-59.08203125+103.02734375j),(20.91200661799693+16.175922243558396j),(-24.169921875+21.56606230127264j),(7.103382429078374-0.5475196990037325j),(-30.53384814296426+2.184433866392169j),(-4.451200607870781+3.69064675661868j),(-24.414062499999996+1.7763568394002505e-15j),(-4.451200607870774-3.690646756618671j),(-30.53384814296426-2.184433866392175j),(7.103382429078369+0.5475196990037219j),(-24.169921875-21.56606230127264j),(20.91200661799693-16.175922243558386j),(-59.08203125-103.02734374999999j),(-110.22302485227848+36.868931943567915j),(-1.7089843750000036+19.874606434506155j),(-36.40025742907837+1.5240821990037272j),(13.44400439296426-11.487441133607824j),(-52.72215615784765-79.19643844374497j)
foo,(-1444.82421875+0j),(-1289.7137612914885+509.9503142742684j),(-518.1133737462571-641.5149977380297j),(-2175.420216066807+10.701532655915344j),(-42.968750000000114-982.7358585913258j),(-5677.058097101273-1848.9455491209255j),(-3121.58203125+5885.7421875j),(1954.6157420256613+1652.024762861878j),(-195.3125+855.8766685838397j),(492.80302856680646-57.65784234408454j),(-644.9725637537431+647.3743727380293j),(694.7733038671004-490.04343520853513j),(-1509.27734375+1.1368683772161603e-13j),(694.7733038671004+490.04343520853524j),(-644.9725637537431-647.3743727380295j),(492.80302856680646+57.65784234408454j),(-195.3125-855.8766685838397j),(1954.6157420256613-1652.0247628618777j),(-3121.58203125-5885.7421875j),(-5677.058097101273+1848.9455491209258j),(-42.968750000000114+982.7358585913257j),(-2175.4202160668065-10.701532655915685j),(-518.1133737462569+641.5149977380295j),(-1289.7137612914885-509.9503142742684j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-1162.59765625+0j),(-615.9376052788787+481.2511458649405j),(-780.5566574681902+113.02553610666132j),(-683.0901249207932+850.0587452230382j),(-1258.7890625-191.9802408779957j),(-2857.715427690039+4109.815408499916j),(4952.1484375+4548.33984375j),(2934.939687606953-2970.3695009746625j),(-289.55078125+307.84496775149967j),(1422.3479374207927-828.6521922769609j),(-446.4941237818098+169.68930764333845j),(1249.6508453619654-117.27488216048027j),(-290.52734375000006+2.842170943040401e-14j),(1249.6508453619654+117.27488216048027j),(-446.49412378180995-169.68930764333857j),(1422.3479374207927+828.6521922769612j),(-289.55078125-307.84496775149967j),(2934.939687606953+2970.3695009746625j),(4952.1484375-4548.33984375j),(-2857.715427690039-4109.815408499917j),(-1258.7890625+191.98024087799567j),(-683.0901249207933-850.0587452230382j),(-780.55665746819-113.02553610666143j),(-615.9376052788789-481.25114586494055j)
foo,(-123.046875+0j),(-21.698708983923165+64.25055322054784j),(-27.774748975673752-11.208243492140795j),(-41.57926217409704+31.79330975205472j),(-33.69140625-2.537183800149723j),(-75.71202880010183+65.21659607307211j),(37.109375+83.0078125j),(25.725179699053783-6.03740941046085j),16.914558667664817j,(12.282387174097028-1.4098152479452621j),(-4.940094774326248+4.860587242140788j),(7.23243308497122-0.23762879591917851j),(-5.859375000000002+6.661338147750939e-16j),(7.232433084971213+0.23762879591917851j),(-4.9400947743262495-4.860587242140788j),(12.282387174097028+1.4098152479452644j),-16.914558667664817j,(25.72517969905378+6.037409410460855j),(37.109375-83.0078125j),(-75.71202880010183-65.2165960730721j),(-33.69140625+2.5371838001497222j),(-41.579262174097025-31.793309752054725j),(-27.774748975673752+11.208243492140788j),(-21.698708983923165-64.25055322054786j)
foo,(-129.39453125+0j),(-26.34887122939284+81.32418624327455j),(2.2930431751497267+18.907437433757543j),(7.816709946948997+2.8357479709838103j),(-69.580078125-38.48062096893746j),(-88.4044452999232+126.37271877644655j),(104.4921875+89.35546875j),(26.57740513150978-37.495709142715484j),(7.568359375+35.097709235404494j),(36.128602553050996-11.812689529016165j),(-2.7813244251497267+4.530062566242449j),(23.72278639780626+2.0285516624366124j),(4.39453125+3.552713678800501e-15j),(23.72278639780627-2.02855166243659j),(-2.7813244251497227-4.530062566242453j),(36.128602553050996+11.812689529016168j),(7.568359375-35.097709235404494j),(26.577405131509774+37.495709142715484j),(104.4921875-89.35546874999999j),(-88.4044452999232-126.37271877644655j),(-69.580078125+38.48062096893746j),(7.816709946948993-2.835747970983826j),(2.2930431751497227-18.907437433757547j),(-26.34887122939285-81.32418624327455j)
foo,(-1426.7578125+0j),(-803.845104717974+553.492731314016j),(-893.7797039150455+85.09772730651162j),(-876.263364679884+779.31124865797j),(-1450.1953125-301.07914428443377j),(-3239.5407169341333+4004.9526491663346j),(4634.765625+4680.6640625j),(2744.695940912424-2938.90165446992j),(-534.66796875+372.9660186220092j),(1279.5836771798838-795.884063842029j),(-666.278889834954+146.83586644348816j),(1044.7836307396838-77.84827754972935j),(-454.1015625+2.842170943040401e-14j),(1044.7836307396835+77.84827754972895j),(-666.2788898349542-146.8358664434883j),(1279.583677179884+795.8840638420296j),(-534.66796875-372.9660186220092j),(2744.695940912424+2938.90165446992j),(4634.765625-4680.6640625j),(-3239.5407169341333-4004.9526491663337j),(-1450.1953125+301.0791442844337j),(-876.2633646798838-779.31124865797j),(-893.7797039150458-85.09772730651171j),(-803.8451047179743-553.4927313140164j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-160.64453125+0j),(-7.975646568891431+98.18031992090403j),(-14.961433667664807+17.34211938398213j),(17.159245910024886+46.79717794607711j),(-31.249999999999996-3.382911733532964j),(7.317214328486381+113.71381065656385j),(100.09765625-1.953125j),(7.452664238878988-19.41168551110095j),(25.390625-5.074367600299445j),(3.3485665899751202-3.9840720539228673j),(18.867683667664814-4.64680688398213j),(-0.9348569984739514-1.1160589114311534j),(17.089843749999993+1.1102230246251565e-15j),(-0.9348569984739381+1.1160589114311499j),(18.867683667664817+4.64680688398213j),(3.34856658997512+3.9840720539228656j),(25.390625+5.074367600299445j),(7.4526642388789925+19.41168551110095j),(100.09765625+1.953125j),(7.317214328486384-113.71381065656387j),(-31.25+3.3829117335329633j),(17.15924591002488-46.7971779460771j),(-14.961433667664817-17.34211938398213j),(-7.975646568891426-98.18031992090403j)
foo,(-250+0j),(-2.3879974360123484+171.28476830534856j),(15.533919199475974+33.8209823263475j),(48.631826048069655+54.560603208094506j),(-31.494140624999996-5.497231566991067j),(46.87702048905019+160.8534772194356j),(170.8984375-43.9453125j),(-7.309969221085929-60.615868181762146j),(21.728515625-3.805775700224584j),(9.961923951930343-2.0800217919054518j),(33.294205800524026-11.848326076347497j),(-2.022803831951908-9.589636293453665j),(17.578124999999993+1.3322676295501878e-15j),(-2.022803831951908+9.589636293453651j),(33.294205800524026+11.848326076347501j),(9.961923951930334+2.0800217919054518j),(21.728515625+3.805775700224584j),(-7.309969221085927+60.61586818176215j),(170.8984375+43.9453125j),(46.87702048905018-160.8534772194356j),(-31.494140625+5.497231566991065j),(48.631826048069655-54.56060320809452j),(15.53391919947597-33.820982326347504j),(-2.3879974360123377-171.28476830534856j)
foo,(-312.01171875+0j),(1378.998803431973+77.19090872811563j),(-650.1900797567432-145.91004691055275j),(1058.2081273646322+689.2270572277089j),(-1864.013671875+790.3327537466384j),(3326.150265477002+5508.510881032331j),(5639.16015625-2921.875j),(-801.0952894695137-1502.7468646600623j),(1757.080078125+178.87145791055542j),(707.416872635368-850.8120052722909j),(990.5221110067437-353.1133905894469j),(327.3915330605387-413.5044705794912j),(561.03515625-5.684341886080802e-14j),(327.39153306053885+413.50447057949054j),(990.5221110067436+353.113390589447j),(707.4168726353682+850.812005272291j),(1757.080078125-178.87145791055542j),(-801.0952894695135+1502.746864660062j),(5639.16015625+2921.875j),(3326.150265477002-5508.510881032331j),(-1864.013671875-790.3327537466384j),(1058.2081273646318-689.2270572277082j),(-650.1900797567436+145.910046910553j),(1378.998803431973-77.19090872811569j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-826.66015625+0j),(1020.1422284561306+1291.2608191474146j),(1492.1392740134736+412.4206851104084j),(1408.8813796500565-352.0896922769614j),(664.306640625+1480.446747387363j),(5640.151933147719-211.2669014349092j),(399.4140625-5745.60546875j),(-1682.6354610114752+146.32302070656885j),(571.533203125-1654.6667016643107j),(-1398.1391921500563+373.49624522303844j),(1317.9193197365264-505.19412261040816j),(-1115.3540130923752-886.6416029940631j),(-317.87109375-2.2737367544323206e-13j),(-1115.3540130923757+886.6416029940633j),(1317.9193197365262+505.19412261040816j),(-1398.1391921500563-373.49624522303867j),(571.533203125+1654.6667016643107j),(-1682.635461011475-146.32302070656857j),(399.41406250000006+5745.60546875j),(5640.151933147719+211.26690143490896j),(664.306640625-1480.4467473873628j),(1408.8813796500567+352.08969227696144j),(1492.1392740134738-412.42068511040816j),(1020.1422284561307-1291.2608191474148j)
foo,(-205.56640625+0j),(-11.414501361223522+132.00815117866907j),(3.2392454083083777+10.85079680875755j),(2.9009401840597118+37.80586273007462j),(-12.6953125+13.531646934131853j),(46.74202225097008+51.01697336512795j),(30.76171875-73.2421875j),(-50.46611064992202+1.2798829175235298j),(5.37109375-7.611551400449168j),(-30.244690184059706+3.626175230074636j),(4.084973341691624-3.5265780587575435j),(-27.830160239824533+1.0811791262735078j),(3.4179687499999982-8.881784197001252e-16j),(-27.830160239824536-1.0811791262735007j),(4.0849733416916205+3.526578058757547j),(-30.244690184059706-3.626175230074651j),(5.37109375+7.611551400449168j),(-50.466110649922015-1.2798829175235222j),(30.76171875+73.2421875j),(46.74202225097007-51.01697336512795j),(-12.695312499999998-13.531646934131853j),(2.900940184059708-37.80586273007462j),(3.2392454083083795-10.850796808757547j),(-11.414501361223522-132.00815117866904j)
foo,(-221.6796875+0j),(-33.78945955784877+150.36521520861248j),(20.163197575224583+31.93327460965589j),(-5.898286026961433+35.4583960090908j),(4.882812500000002+58.35522740344362j),(102.09564505349395+23.821520412121245j),(8.30078125-106.93359375j),(-55.816614333433584+11.532464649397276j),(2.44140625-11.840191067365371j),(-27.304838973038557+14.95058350909082j),(12.551646174775417-12.890305859655875j),(-34.95050866221159+4.451145971336453j),(13.671874999999996-7.105427357601002e-15j),(-34.95050866221159-4.451145971336443j),(12.551646174775417+12.890305859655882j),(-27.304838973038564-14.95058350909082j),(2.44140625+11.840191067365371j),(-55.81661433343359-11.53246464939727j),(8.30078125+106.93359375j),(102.09564505349395-23.821520412121245j),(4.882812500000003-58.355227403443614j),(-5.898286026961433-35.458396009090805j),(20.163197575224583-31.933274609655882j),(-33.78945955784877-150.36521520861248j)
foo,(-684.08203125+0j),(1273.517485489378+1148.6101338700742j),(1322.978001386228+146.91813781212772j),(1284.851988385985-170.4431135128891j),(694.3359375+1529.0761035568994j),(5703.974388682169+62.91654002473541j),(844.7265625-5816.89453125j),(-1740.158395926914-142.8635804385799j),(577.1484375-1627.1805438293554j),(-1482.1176133859842+231.90063648711055j),(1224.8735611137718-264.1056378121275j),(-876.9819157446327-865.3363081666103j),(-317.8710937499998-2.2737367544323206e-13j),(-876.9819157446325+865.33630816661j),(1224.873561113772+264.1056378121275j),(-1482.1176133859842-231.90063648711094j),(577.1484375+1627.1805438293554j),(-1740.158395926914+142.86358043858013j),(844.7265624999999+5816.89453125j),(5703.974388682168-62.91654002473564j),(694.3359374999999-1529.0761035568992j),(1284.8519883859842+170.44311351288962j),(1322.978001386228-146.91813781212753j),(1273.5174854893778-1148.6101338700742j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-99.609375+0j),(12.318795836858929+63.725858949603705j),(5.318508225299443-29.710345467440227j),(-28.83313111899129+15.048732985055976j),(21.728515625+9.72587123390727j),(13.769621865343375-53.35611111289498j),(-73.73046875-43.45703125j),(-40.10175234887633+39.75346909144696j),(-9.521484375-9.72587123390727j),(-33.6668688810087+16.025295485055974j),(-4.830226975299446-3.4927795325597693j),(-31.885102853325954+9.678778745261756j),(4.8828125-8.881784197001252e-16j),(-31.885102853325954-9.678778745261749j),(-4.830226975299445+3.4927795325597675j),(-33.66686888100871-16.025295485055974j),(-9.521484375+9.72587123390727j),(-40.10175234887634-39.75346909144696j),(-73.73046875+43.45703125j),(13.769621865343362+53.35611111289498j),(21.728515625-9.72587123390727j),(-28.833131118991297-15.048732985055981j),(5.318508225299445+29.710345467440234j),(12.318795836858921-63.72585894960369j)
foo,(-89.84375+0j),(-15.751659165594383+55.50183956829354j),(0.959033991766475-6.15140440007486j),(-25.89327990797014+24.810148038106988j),(61.767578125+13.108782967440233j),(13.887221050454922-131.50356357788849j),(-152.34375-47.8515625j),(-47.8146329164728+71.56255844606466j),(-23.193359375-11.41732710067375j),(-42.46609509202985+34.57577303810697j),(-2.423877741766489-3.614220599925133j),(-40.164678968387754+11.615405044340392j),(3.9062500000000036-8.881784197001252e-16j),(-40.16467896838775-11.615405044340392j),(-2.4238777417664816+3.6142205999251384j),(-42.46609509202985-34.57577303810698j),(-23.193359375+11.41732710067375j),(-47.814632916472796-71.56255844606464j),(-152.34375+47.85156249999999j),(13.887221050454926+131.50356357788849j),(61.767578125-13.10878296744023j),(-25.89327990797014-24.810148038106988j),(0.9590339917664816+6.151404400074862j),(-15.751659165594374-55.50183956829354j)
foo,(452.1484375+0j),(-884.5586523185926-270.6226088088244j),(540.2918318458123+308.5399059850304j),(-480.5687672223553-1088.5331057324402j),(887.6953125+502.36239242964507j),(1245.9338130909362-4700.090708418056j),(-5902.34375-3017.578125j),(-3062.447751120876+2728.8546567196977j),(-728.515625+444.85289295958466j),(-1393.4546702776445+844.0840817675595j),(-447.51839434581234+251.03040651496963j),(-1046.9742846514678+230.1195260534214j),(-395.5078124999999-5.684341886080802e-14j),(-1046.9742846514675-230.1195260534207j),(-447.5183943458126-251.0304065149698j),(-1393.4546702776447-844.0840817675595j),(-728.515625-444.85289295958466j),(-3062.447751120876-2728.8546567196977j),(-5902.34375+3017.578125j),(1245.933813090936+4700.090708418056j),(887.6953124999999-502.362392429645j),(-480.56876722235546+1088.53310573244j),(540.2918318458126-308.5399059850302j),(-884.5586523185926+270.62260880882434j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(294.43359375+0j),(-1044.646557633958-353.79025533219146j),(125.06716948540793-585.7830913297189j),(-1734.9881863662476-860.69291872777j),(410.6445312499999-1081.6860267971651j),(-4916.293974094378-3566.234361860842j),(-4633.7890625+4870.60546875j),(1736.6080036512558+1898.0484274542991j),(-837.890625+219.8892626796426j),(67.99599886624787+433.2523937722299j),(-792.5476382354086+139.005747579718j),(-108.67528442291996+78.41133035266762j),(-837.40234375+1.1368683772161603e-13j),(-108.67528442291973-78.41133035266711j),(-792.5476382354082-139.00574757971867j),(67.99599886624799-433.2523937722299j),(-837.890625-219.8892626796426j),(1736.6080036512562-1898.0484274542996j),(-4633.7890625-4870.60546875j),(-4916.293974094378+3566.234361860841j),(410.64453125000006+1081.6860267971651j),(-1734.9881863662483+860.6929187277701j),(125.06716948540816+585.7830913297187j),(-1044.6465576339579+353.7902553321917j)
foo,(-174.31640625+0j),(-31.133047022912983+124.48146967365082j),(40.9010604513475+4.49030880014972j),(-21.435300262017417-5.587720123972634j),(10.742187499999998-16.068830734281576j),(-60.46153930420078-55.74243223104348j),(-81.54296875+39.0625j),(-6.946936713014871+37.24318992539457j),(-20.5078125+7.611551400449168j),(-11.767824737982588+20.779467376027366j),(-4.7682479513475045-0.5840588001497231j),(-17.66941445987137-0.7307149827872195j),(-14.160156249999996+1.7763568394002505e-15j),(-17.669414459871366+0.7307149827872266j),(-4.768247951347501+0.5840588001497227j),(-11.767824737982588-20.779467376027377j),(-20.5078125-7.611551400449168j),(-6.946936713014869-37.243189925394574j),(-81.54296874999999-39.0625j),(-60.46153930420078+55.74243223104348j),(10.7421875+16.068830734281576j),(-21.435300262017417+5.58772012397263j),(40.901060451347504-4.490308800149723j),(-31.133047022912983-124.48146967365082j)
foo,(-187.5+0j),(-36.07413750707949+129.11383362205356j),(38.572960259730735-14.774575316991065j),(-54.00291979806967-11.447095123972634j),(9.521484374999998-23.25751816803912j),(-123.11277277223655-87.01078751597785j),(-133.7890625+110.3515625j),(31.229513721338225+67.63598322578983j),(-22.705078125-3.805775700224584j),(-15.333017701930336+26.63884237602736j),(-8.787804009730749-3.7801121830089386j),(-25.36291594202217-2.0954371197141413j),(-23.437499999999996+0j),(-25.362915942022184+2.0954371197141457j),(-8.787804009730742+3.780112183008935j),(-15.333017701930332-26.638842376027377j),(-22.705078125+3.805775700224584j),(31.22951372133823-67.63598322578983j),(-133.7890625-110.3515625j),(-123.11277277223655+87.01078751597785j),(9.521484374999996+23.25751816803912j),(-54.002919798069655+11.44709512397262j),(38.57296025973074+14.774575316991065j),(-36.07413750707949-129.11383362205353j)
foo,(80.56640625+0j),(-1394.8244060050868-251.6967863440533j),(51.96118772455293-308.27286567926876j),(-1814.9853008697964-779.1903056301363j),(393.79882812499994-840.2307018162498j),(-4865.031314325502-3595.0872666315877j),(-4871.58203125+5019.53125j),(1785.6082172925599+2209.585083063794j),(-777.099609375+413.9838233910964j),(292.52436336979633+703.2315693698632j),(-497.7619689745534+118.81974067926785j),(-3.291559461972156+60.818363960563374j),(-679.1992187499999+1.1368683772161603e-13j),(-3.2915594619722697-60.81836396056377j),(-497.76196897455327-118.8197406792683j),(292.52436336979656-703.2315693698631j),(-777.099609375-413.9838233910964j),(1785.6082172925599-2209.5850830637946j),(-4871.58203125-5019.531249999999j),(-4865.031314325501+3595.087266631588j),(393.7988281249999+840.2307018162497j),(-1814.985300869796+779.1903056301362j),(51.96118772455327+308.2728656792683j),(-1394.8244060050865+251.69678634405358j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-188.4765625+0j),(-26.593944293424727+117.5893965140892j),(-2.947216008233518-1.0069227668413454j),(-26.673543456039805+39.27070648007463j),(3.1738281249999996-15.645966767589956j),(-77.1040374569294+10.276015620948424j),(-12.6953125+74.21875j),(23.759940139564037+18.303217257925006j),(1.220703125+2.114319833458102j),(-4.576456543960198+2.1613314800746366j),(-6.330127741766483+4.913172766841335j),(-3.069770889209913+2.140319877112618j),(-4.882812500000001+1.7763568394002505e-15j),(-3.069770889209913-2.140319877112624j),(-6.330127741766482-4.913172766841343j),(-4.576456543960191-2.1613314800746437j),(1.220703125-2.114319833458102j),(23.759940139564044-18.303217257925j),(-12.6953125-74.21875j),(-77.1040374569294-10.276015620948414j),(3.173828125000001+15.645966767589954j),(-26.673543456039802-39.27070648007463j),(-2.9472160082335184+1.0069227668413427j),(-26.593944293424727-117.5893965140892j)
foo,(-317.87109375+0j),(-42.379730605614554+208.5051814029593j),(19.229827100673745+10.533103891467029j),(-20.281022415006227+43.06864329308831j),(-13.427734375-39.326348902320696j),(-123.479069063271+43.55493912182487j),(10.7421875+118.65234375j),(47.2558670288397+10.416894193681927j),(-2.197265625-8.88014330052403j),(-16.828352584993787+5.959268293088318j),(-3.6048271006737487+17.298927358532964j),(3.36855764004585-0.5442736688977305j),(-8.300781250000002+3.552713678800501e-15j),(3.368557640045843+0.5442736688977305j),(-3.6048271006737505-17.298927358532964j),(-16.828352584993773-5.959268293088343j),(-2.197265625+8.88014330052403j),(47.25586702883971-10.416894193681916j),(10.742187500000004-118.65234374999999j),(-123.479069063271-43.554939121824866j),(-13.427734374999998+39.32634890232069j),(-20.281022415006227-43.068643293088314j),(19.229827100673752-10.533103891467036j),(-42.379730605614554-208.5051814029593j)
foo,(-2575.68359375+0j),(-1069.056275754298+1227.646894737462j),(-730.9322890116022-97.66036268225935j),(-994.2289612898452+447.5330699290781j),(-1406.73828125-1480.8696113540545j),(-5160.430713928188+2409.130757396408j),(2155.2734375+5383.30078125j),(1850.430685153477-1603.506664551206j),(-757.8125+1370.0792520808502j),(1695.4008362898448-404.02943007092165j),(-620.1419297383975-416.4997935677411j),(291.16567952900914-606.3953708149236j),(-1477.05078125+0j),(291.1656795290096+606.3953708149239j),(-620.1419297383977+416.4997935677409j),(1695.4008362898448+404.02943007092153j),(-757.8125-1370.0792520808502j),(1850.430685153477+1603.506664551206j),(2155.2734375-5383.300781249999j),(-5160.430713928188-2409.1307573964077j),(-1406.73828125+1480.8696113540545j),(-994.2289612898453-447.53306992907835j),(-730.9322890116023+97.66036268225912j),(-1069.056275754298-1227.646894737462j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-1837.890625+0j),(1173.3239060396672+1132.7892409722906j),(-481.6198328038963-40.32169840082338j),(1210.5841123148184+916.4453901136983j),(-1927.4902343749998-159.419715442741j),(1203.016866577774+5933.857097160555j),(5982.421875-416.015625j),(812.1198521722258-1500.6440403087856j),(1943.603515625-187.32873724438784j),(756.2127626851816-1083.5546098863008j),(497.73311405389677-12.412676599176507j),(841.8128127103327+567.2903784416317j),(1802.7343749999995+5.684341886080802e-14j),(841.8128127103329-567.2903784416318j),(497.73311405389643+12.412676599176526j),(756.2127626851817+1083.554609886301j),(1943.603515625+187.32873724438784j),(812.1198521722258+1500.6440403087856j),(5982.421875+416.0156249999999j),(1203.0168665777742-5933.857097160555j),(-1927.490234375+159.41971544274094j),(1210.5841123148182-916.4453901136984j),(-481.61983280389643+40.32169840082347j),(1173.3239060396672-1132.7892409722908j)
foo,(-84.9609375+0j),(-18.790126378893646+46.03318779103485j),(-18.419156183757543+16.060695725299446j),(2.120676635990053+23.388425262017403j),(-35.888671875+0.4228639666916205j),(-7.171363875992368+85.26626193524335j),(72.265625+5.859375j),(-7.572851174157355-21.709265349936537j),(12.451171875+15.645966767589956j),(7.64494836400995-13.720949737982583j),(-4.0417813162424565+5.911960524700554j),(9.120278929043359+1.641527576214763j),(2.9296874999999964-5.551115123125783e-17j),(9.120278929043371-1.6415275762147559j),(-4.041781316242453-5.911960524700555j),(7.6449483640099505+13.72094973798259j),(12.451171875-15.645966767589956j),(-7.572851174157354+21.70926534993654j),(72.265625-5.859375j),(-7.171363875992363-85.26626193524336j),(-35.888671875-0.42286396669162046j),(2.1206766359900464-23.3884252620174j),(-18.419156183757547-16.060695725299446j),(-18.790126378893646-46.03318779103485j)
foo,(-201.171875+0j),(-28.14706558262973+119.90242845648027j),(-24.465389534431296+30.65654770059889j),(5.262780563013681+59.95623432708581j),(-43.45703125+24.526110068113983j),(33.737636746098076+147.43130422688625j),(130.37109375-21.97265625j),(-8.19990716151705-31.094954691527185j),(28.80859375+2.5371838001497227j),(-2.333093063013691-12.309390672914159j),(12.74663953443131+10.359077299401106j),(11.398398498048714+0.5771248748936983j),(16.601562499999993-3.552713678800501e-15j),(11.398398498048703-0.5771248748937161j),(12.7466395344313-10.35907729940111j),(-2.333093063013692+12.309390672914176j),(28.80859375-2.5371838001497227j),(-8.19990716151705+31.09495469152719j),(130.37109375+21.97265625j),(33.737636746098076-147.4313042268862j),(-43.45703125-24.52611006811398j),(5.262780563013692-59.956234327085824j),(-24.4653895344313-30.656547700598892j),(-28.14706558262973-119.90242845648028j)
foo,(-1757.8125+0j),(1299.6243970252963+1040.8327405152718j),(-596.2381930351848-217.7734375j),(1115.176158055417+1038.3246351131374j),(-1829.5898437499998-270.632938682637j),(868.0406682737413+5887.0729676552455j),(5998.53515625+11.23046875j),(1130.982769226259-1575.337191615742j),(1829.58984375-270.6329386826371j),(883.8472794445834-961.6753648868616j),(596.2381930351853-217.7734374999999j),(699.3990404747038+503.24289978625984j),(1754.8828124999995-2.842170943040401e-14j),(699.3990404747038-503.2428997862604j),(596.2381930351847+217.7734375j),(883.8472794445835+961.6753648868619j),(1829.58984375+270.6329386826371j),(1130.9827692262588+1575.337191615742j),(5998.53515625-11.230468750000114j),(868.0406682737411-5887.072967655245j),(-1829.58984375+270.632938682637j),(1115.1761580554166-1038.324635113138j),(-596.2381930351847+217.7734375j),(1299.624397025296-1040.832740515272j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
baz,(1.953125+0j),(1483.4819373481837+314.689358073559j),(328.2442612982784+131.86470206512104j),(1752.3495610630084+416.74681381008713j),(77.392578125+782.7212023461893j),(5203.604537540046+2087.6333401045677j),(3445.3125-5964.84375j),(-2504.4755437054578-2022.0410353153577j),(111.083984375-724.3659749427458j),(-1027.740186063008-368.40943618991287j),(386.5994887017216-98.17329581512058j),(-521.4781186827722-295.362829006516j),(72.265625+0j),(-521.4781186827724+295.36282900651577j),(386.5994887017218+98.17329581512075j),(-1027.740186063008+368.409436189913j),(111.083984375+724.3659749427458j),(-2504.4755437054573+2022.0410353153575j),(3445.3125+5964.84375j),(5203.604537540045-2087.6333401045677j),(77.392578125-782.7212023461893j),(1752.3495610630082-416.7468138100869j),(328.2442612982782-131.86470206512075j),(1483.4819373481841-314.689358073559j)
baz,(-115.72265625+0j),(41.814645585817544+73.13247353803018j),(-12.210469509356429-11.504969641841335j),(36.612673856102006+50.821904844084585j),(8.881784197001252e-16-11.840191067365371j),(62.18539758289093+76.25555415946316j),(80.56640625-85.9375j),(-35.32992883289094-14.363809740985989j),(27.83203125-17.76028660104806j),(-20.011111356102-3.8655951559154165j),(22.464375759356436-5.584874108158651j),(-14.959176835817544-2.263787561520651j),(19.04296875+8.881784197001252e-16j),(-14.959176835817534+2.2637875615206475j),(22.464375759356436+5.584874108158657j),(-20.011111356102003+3.8655951559154076j),(27.83203125+17.76028660104806j),(-35.32992883289094+14.363809740985994j),(80.56640625+85.9375j),(62.18539758289093-76.25555415946317j),(1.7763568394002505e-15+11.840191067365371j),(36.61267385610199-50.82190484408457j),(-12.210469509356436+11.504969641841342j),(41.814645585817544-73.13247353803018j)
