timestamps,words,terms,TP9,AF7,AF8,TP10,Right AUX,Marker
1713993503.9439192,2,WORLD,244.140625,245.60546875,-342.7734375,999.51171875,0.0,0
1713993503.9477942,2,WORLD,-1000.0,-1000.0,-689.453125,256.34765625,0.0,0
1713993503.951669,2,WORLD,-436.03515625,-570.3125,-751.953125,-1000.0,0.0,0
1713993503.9555438,2,WORLD,999.51171875,999.51171875,-348.6328125,-1000.0,0.0,0
1713993503.9594188,2,WORLD,259.27734375,385.7421875,-236.328125,375.9765625,0.0,0
1713993503.9632936,2,WORLD,-1000.0,-1000.0,-575.1953125,543.45703125,0.0,0
1713993503.9671686,2,WORLD,-904.78515625,-1000.0,-785.64453125,-964.84375,0.0,0
1713993503.9710433,2,WORLD,668.9453125,376.46484375,-504.39453125,-1000.0,0.0,0
1713993503.9749181,2,WORLD,764.6484375,904.78515625,-208.984375,-83.984375,0.0,0
1713993503.9787931,2,WORLD,-814.94140625,-633.7890625,-513.18359375,924.8046875,0.0,0
1713993503.982668,2,WORLD,-1000.0,-1000.0,-794.921875,-486.328125,0.0,0
1713993503.9869843,2,WORLD,5.859375,-157.2265625,-622.0703125,-1000.0,0.0,0
1713993503.9908595,2,WORLD,999.51171875,999.51171875,-197.265625,-223.6328125,0.0,0
1713993503.9947345,2,WORLD,-98.14453125,28.3203125,-402.34375,999.51171875,0.0,0
1713993503.9986095,2,WORLD,-1000.0,-1000.0,-748.046875,182.6171875,0.0,0
1713993504.0024846,2,WORLD,-226.07421875,-276.3671875,-657.2265625,-1000.0,0.0,0
1713993504.0063596,2,WORLD,999.51171875,999.51171875,-82.51953125,-587.890625,0.0,0
1713993504.0102348,2,WORLD,245.60546875,245.1171875,-152.34375,999.51171875,0.0,0
1713993504.0141098,2,WORLD,-1000.0,-1000.0,-680.6640625,265.13671875,0.0,0
1713993504.0179849,2,WORLD,-556.15234375,-729.00390625,-735.3515625,-1000.0,0.0,0
1713993504.02186,2,WORLD,999.51171875,918.45703125,-277.34375,-1000.0,0.0,0
1713993504.025735,2,WORLD,377.44140625,510.7421875,-265.625,317.87109375,0.0,0
1713993504.0296102,2,WORLD,-1000.0,-992.67578125,-693.359375,692.87109375,0.0,0
1713993504.033892,2,WORLD,-1000.0,-1000.0,-733.88671875,-870.1171875,0.0,0
1713993504.0377672,2,WORLD,438.96484375,164.55078125,-472.65625,-1000.0,0.0,0
1713993504.0416424,2,WORLD,921.875,999.51171875,-292.48046875,-143.06640625,0.0,0
1713993504.0455177,2,WORLD,-614.2578125,-430.17578125,-555.17578125,999.51171875,0.0,0
1713993504.0493927,2,WORLD,-1000.0,-1000.0,-734.375,-124.0234375,0.0,0
1713993504.053268,2,WORLD,-172.8515625,-207.51953125,-590.33203125,-1000.0,0.0,0
1713993504.0571432,2,WORLD,999.51171875,999.51171875,-197.75390625,-264.16015625,0.0,0
1713993504.0610185,2,WORLD,27.34375,154.296875,-405.76171875,999.51171875,0.0,0
1713993504.0648937,2,WORLD,-1000.0,-1000.0,-675.29296875,234.86328125,0.0,0
1713993504.068769,2,WORLD,-232.91015625,-395.99609375,-596.19140625,-1000.0,0.0,0
1713993504.0726442,2,WORLD,999.51171875,999.51171875,-331.0546875,-765.13671875,0.0,0
1713993504.0765195,2,WORLD,243.65234375,247.55859375,-382.32421875,864.2578125,0.0,0
1713993504.0807796,2,WORLD,-1000.0,-1000.0,-665.52734375,366.69921875,0.0,0
1713993504.084655,2,WORLD,-655.76171875,-895.99609375,-746.58203125,-1000.0,0.0,0
1713993504.0885303,2,WORLD,999.51171875,698.73046875,-431.640625,-1000.0,0.0,0
1713993504.0924058,2,WORLD,492.1875,642.578125,-335.44921875,148.4375,0.0,0
1713993504.0962813,2,WORLD,-996.09375,-917.48046875,-594.23828125,721.6796875,0.0,0
1713993504.1001565,2,WORLD,-1000.0,-1000.0,-704.1015625,-809.08203125,0.0,0
1713993504.104032,2,WORLD,180.17578125,13.18359375,-515.13671875,-1000.0,0.0,0
1713993504.1079073,2,WORLD,999.51171875,999.51171875,-191.40625,-181.15234375,0.0,0
1713993504.1117828,2,WORLD,-419.921875,-243.65234375,-410.64453125,999.51171875,0.0,0
1713993504.1156583,2,WORLD,-1000.0,-1000.0,-674.8046875,-110.3515625,0.0,0
1713993504.1195335,2,WORLD,-206.54296875,-215.8203125,-649.4140625,-1000.0,0.0,0
1713993504.123409,2,WORLD,999.51171875,999.51171875,-293.9453125,-449.70703125,0.0,0
1713993504.1276612,2,WORLD,139.6484375,222.65625,-391.11328125,999.51171875,0.0,0
1713993504.1315367,2,WORLD,-1000.0,-1000.0,-697.75390625,231.93359375,0.0,0
1713993504.1354122,2,WORLD,-348.6328125,-536.1328125,-735.3515625,-1000.0,0.0,0
1713993504.139288,2,WORLD,999.51171875,999.51171875,-343.26171875,-1000.0,0.0,0
1713993504.1431634,2,WORLD,240.72265625,300.78125,-301.26953125,479.98046875,0.0,0
1713993504.147039,2,WORLD,-1000.0,-1000.0,-619.140625,363.28125,0.0,0
1713993504.1509147,2,WORLD,-891.6015625,-1000.0,-733.88671875,-1000.0,0.0,0
1713993504.1547902,2,WORLD,719.7265625,446.77734375,-332.03125,-1000.0,0.0,0
1713993504.1586657,2,WORLD,622.0703125,772.4609375,-91.796875,-30.76171875,0.0,0
1713993504.1625414,2,WORLD,-940.4296875,-795.8984375,-590.8203125,623.53515625,0.0,0
1713993504.166417,2,WORLD,-1000.0,-1000.0,-736.81640625,-825.68359375,0.0,0
1713993504.1702924,2,WORLD,25.390625,-131.8359375,-558.59375,-1000.0,0.0,0
1713993504.174505,2,WORLD,999.51171875,999.51171875,-295.41015625,-428.22265625,0.0,0
1713993504.1783807,2,WORLD,-223.14453125,-91.30859375,-474.12109375,955.56640625,0.0,0
1713993504.1822562,2,WORLD,-1000.0,-1000.0,-700.68359375,-116.2109375,0.0,0
1713993504.186132,2,WORLD,-217.28515625,-251.46484375,-650.87890625,-1000.0,0.0,0
1713993504.1900077,2,WORLD,999.51171875,999.51171875,-350.5859375,-812.5,0.0,0
1713993504.1938834,2,WORLD,246.09375,247.0703125,-394.53125,700.68359375,0.0,0
1713993504.1977592,2,WORLD,-1000.0,-1000.0,-630.859375,312.5,0.0,0
1713993504.201635,2,WORLD,-527.83203125,-683.59375,-633.30078125,-1000.0,0.0,0
1713993504.2055106,2,WORLD,999.51171875,967.7734375,-353.515625,-1000.0,0.0,0
1713993504.2093863,2,WORLD,293.45703125,421.875,-401.3671875,338.8671875,0.0,0
1713993504.213262,2,WORLD,-1000.0,-1000.0,-626.46484375,636.71875,0.0,0
1713993504.2171378,2,WORLD,-1000.0,-1000.0,-704.1015625,-931.640625,0.0,0
1713993504.221319,2,WORLD,486.81640625,246.58203125,-523.92578125,-1000.0,0.0,0
1713993504.225195,2,WORLD,828.61328125,939.94140625,-380.859375,-43.9453125,0.0,0
1713993504.2290707,2,WORLD,-748.046875,-576.171875,-541.50390625,999.51171875,0.0,0
1713993504.2329464,2,WORLD,-1000.0,-1000.0,-649.4140625,-160.64453125,0.0,0
1713993504.2368224,2,WORLD,-87.40234375,-190.4296875,-619.140625,-1000.0,0.0,0
1713993504.240698,2,WORLD,999.51171875,999.51171875,-227.05078125,-220.21484375,0.0,0
1713993504.244574,2,WORLD,-74.21875,74.21875,-313.96484375,999.51171875,0.0,0
1713993504.2484498,2,WORLD,-1000.0,-1000.0,-601.07421875,237.79296875,0.0,0
1713993504.2523258,2,WORLD,-225.5859375,-317.87109375,-687.98828125,-1000.0,0.0,0
1713993504.2562015,2,WORLD,999.51171875,999.51171875,-354.00390625,-325.68359375,0.0,0
1713993504.2600775,2,WORLD,245.60546875,247.55859375,-367.67578125,999.51171875,0.0,0
1713993504.2639532,2,WORLD,-1000.0,-1000.0,-666.9921875,556.15234375,0.0,0
1713993504.268545,2,WORLD,-576.171875,-778.3203125,-736.328125,-1000.0,0.0,0
1713993504.272421,2,WORLD,999.51171875,857.91015625,-363.28125,-641.6015625,0.0,0
1713993504.276297,2,WORLD,447.265625,593.75,-270.01953125,889.6484375,0.0,0
1713993504.2801733,2,WORLD,-1000.0,-952.1484375,-628.90625,999.51171875,0.0,0
1713993504.2840495,2,WORLD,-1000.0,-1000.0,-745.1171875,-261.71875,0.0,0
1713993504.2879255,2,WORLD,310.546875,123.046875,-487.79296875,-1000.0,0.0,0
1713993504.2918017,2,WORLD,999.51171875,999.51171875,41.9921875,216.30859375,0.0,0
1713993504.295678,2,WORLD,-478.515625,-299.31640625,-246.58203125,999.51171875,0.0,0
1713993504.299554,2,WORLD,-1000.0,-1000.0,-764.16015625,169.43359375,0.0,0
1713993504.30343,2,WORLD,-207.51953125,-215.33203125,-614.74609375,-1000.0,0.0,0
1713993504.3073063,2,WORLD,999.51171875,999.51171875,-122.55859375,-181.640625,0.0,0
1713993504.3111825,2,WORLD,133.30078125,215.33203125,-334.9609375,999.51171875,0.0,0
1713993504.3153262,2,WORLD,-1000.0,-1000.0,-742.1875,324.21875,0.0,0
1713993504.3192024,2,WORLD,-245.1171875,-419.921875,-675.29296875,-1000.0,0.0,0
1713993504.3230786,2,WORLD,999.51171875,999.51171875,-241.2109375,-324.21875,0.0,0
1713993504.3269548,2,WORLD,242.1875,295.41015625,-313.96484375,999.51171875,0.0,0
1713993504.3308313,2,WORLD,-1000.0,-1000.0,-675.29296875,820.3125,0.0,0
1713993504.3347075,2,WORLD,-651.85546875,-893.06640625,-648.92578125,-791.50390625,0.0,0
1713993504.3385837,2,WORLD,997.55859375,694.3359375,-277.34375,-733.3984375,0.0,0
1713993504.34246,2,WORLD,631.34765625,749.51171875,-276.85546875,819.82421875,0.0,0
1713993504.3463364,2,WORLD,-921.38671875,-836.42578125,-603.02734375,999.51171875,0.0,0
1713993504.3502126,2,WORLD,-1000.0,-1000.0,-681.15234375,-7.32421875,0.0,0
1713993504.3540888,2,WORLD,176.26953125,10.25390625,-532.71484375,-1000.0,0.0,0
1713993504.357965,2,WORLD,999.51171875,999.51171875,-236.81640625,65.91796875,0.0,0
1713993504.3622663,2,WORLD,-215.33203125,-79.1015625,-460.44921875,999.51171875,0.0,0
1713993504.3661427,2,WORLD,-1000.0,-1000.0,-659.66796875,193.84765625,0.0,0
1713993504.3700192,2,WORLD,-219.7265625,-228.515625,-556.640625,-1000.0,0.0,0
1713993504.3738954,2,WORLD,999.51171875,999.51171875,-238.76953125,-276.85546875,0.0,0
1713993504.3777719,2,WORLD,240.234375,244.62890625,-337.40234375,999.51171875,0.0,0
1713993504.3816483,2,WORLD,-1000.0,-1000.0,-649.90234375,506.34765625,0.0,0
1713993504.3855247,2,WORLD,-365.72265625,-508.30078125,-687.98828125,-1000.0,0.0,0
1713993504.3894012,2,WORLD,999.51171875,999.51171875,-187.01171875,-465.8203125,0.0,0
1713993504.3932776,2,WORLD,342.7734375,429.6875,-150.87890625,999.51171875,0.0,0
1713993504.397154,2,WORLD,-1000.0,-1000.0,-645.99609375,882.8125,0.0,0
1713993504.4010305,2,WORLD,-833.0078125,-1000.0,-758.7890625,-614.74609375,0.0,0
1713993504.404907,2,WORLD,774.4140625,459.47265625,-394.53125,-1000.0,0.0,0
1713993504.4091773,2,WORLD,797.8515625,945.3125,-94.7265625,421.38671875,0.0,0
1713993504.413054,2,WORLD,-754.8828125,-577.1484375,-498.53515625,999.51171875,0.0,0
1713993504.4169307,2,WORLD,-1000.0,-1000.0,-780.76171875,-35.64453125,0.0,0
1713993504.4208071,2,WORLD,35.64453125,-128.41796875,-619.140625,-1000.0,0.0,0
1713993504.4246838,2,WORLD,999.51171875,999.51171875,-203.125,-187.5,0.0,0
1713993504.4285605,2,WORLD,-187.5,40.52734375,-335.9375,999.51171875,0.0,0
1713993504.432437,2,WORLD,-1000.0,-1000.0,-712.890625,228.02734375,0.0,0
1713993504.4363136,2,WORLD,-226.5625,-260.7421875,-722.16796875,-1000.0,0.0,0
1713993504.4401903,2,WORLD,999.51171875,999.51171875,-132.8125,-309.5703125,0.0,0
1713993504.4440668,2,WORLD,245.1171875,244.62890625,-104.00390625,999.51171875,0.0,0
1713993504.4479434,2,WORLD,-1000.0,-1000.0,-716.796875,439.94140625,0.0,0
1713993504.4518201,2,WORLD,-538.0859375,-683.10546875,-766.6015625,-1000.0,0.0,0
1713993504.4560568,2,WORLD,999.51171875,966.30859375,-294.43359375,-706.0546875,0.0,0
1713993504.4599335,2,WORLD,408.69140625,515.625,-281.25,857.91015625,0.0,0
1713993504.4638104,2,WORLD,-1000.0,-990.72265625,-661.1328125,999.51171875,0.0,0
1713993504.4676871,2,WORLD,-1000.0,-1000.0,-747.0703125,-504.39453125,0.0,0
1713993504.4715638,2,WORLD,466.30859375,205.56640625,-468.26171875,-1000.0,0.0,0
1713993504.4754407,2,WORLD,933.10546875,999.51171875,-162.109375,271.484375,0.0,0
1713993504.4793174,2,WORLD,-604.4921875,-432.12890625,-474.12109375,999.51171875,0.0,0
1713993504.483194,2,WORLD,-1000.0,-1000.0,-763.18359375,138.18359375,0.0,0
1713993504.4870708,2,WORLD,-126.953125,-207.51953125,-517.578125,-1000.0,0.0,0
1713993504.4909477,2,WORLD,999.51171875,999.51171875,-158.203125,-258.30078125,0.0,0
1713993504.4948244,2,WORLD,20.5078125,147.94921875,-478.02734375,999.51171875,0.0,0
1713993504.498701,2,WORLD,-1000.0,-1000.0,-724.12109375,235.83984375,0.0,0
1713993504.5029123,2,WORLD,-234.375,-376.46484375,-660.64453125,-1000.0,0.0,0
1713993504.5067892,2,WORLD,999.51171875,999.51171875,-344.23828125,-381.34765625,0.0,0
1713993504.510666,2,WORLD,244.140625,246.09375,-410.64453125,999.51171875,0.0,0
1713993504.5145428,2,WORLD,-1000.0,-1000.0,-656.25,574.70703125,0.0,0
1713993504.5184197,2,WORLD,-648.4375,-873.046875,-699.21875,-1000.0,0.0,0
1713993504.5222967,2,WORLD,999.51171875,728.02734375,-344.7265625,-905.76171875,0.0,0
1713993504.5261736,2,WORLD,511.71875,645.99609375,-253.90625,618.65234375,0.0,0
1713993504.5300505,2,WORLD,-995.60546875,-915.52734375,-559.5703125,999.51171875,0.0,0
1713993504.5339274,2,WORLD,-1000.0,-1000.0,-640.625,-307.12890625,0.0,0
1713993504.5378044,2,WORLD,236.328125,39.0625,-581.54296875,-1000.0,0.0,0
1713993504.541681,2,WORLD,999.51171875,999.51171875,-348.14453125,-16.11328125,0.0,0
1713993504.545558,2,WORLD,-400.390625,-233.88671875,-520.5078125,999.51171875,0.0,0
1713993504.54974,2,WORLD,-1000.0,-1000.0,-751.46484375,168.45703125,0.0,0
1713993504.553617,2,WORLD,-207.03125,-217.28515625,-686.03515625,-1000.0,0.0,0
1713993504.5574942,2,WORLD,999.51171875,999.51171875,-262.6953125,-260.25390625,0.0,0
1713993504.561371,2,WORLD,139.6484375,227.5390625,-376.953125,999.51171875,0.0,0
1713993504.5652483,2,WORLD,-1000.0,-1000.0,-701.171875,270.99609375,0.0,0
1713993504.5691252,2,WORLD,-344.7265625,-495.1171875,-682.12890625,-1000.0,0.0,0
1713993504.573002,2,WORLD,999.51171875,999.51171875,-271.97265625,-473.6328125,0.0,0
1713993504.5768793,2,WORLD,249.51171875,323.2421875,-166.9921875,999.51171875,0.0,0
1713993504.5807562,2,WORLD,-1000.0,-1000.0,-578.125,700.68359375,0.0,0
1713993504.5846334,2,WORLD,-785.64453125,-995.1171875,-791.9921875,-876.953125,0.0,0
1713993504.5885103,2,WORLD,850.5859375,520.5078125,-389.6484375,-1000.0,0.0,0
1713993504.5923872,2,WORLD,657.2265625,821.2890625,-155.2734375,473.6328125,0.0,0
1713993504.596559,2,WORLD,-911.1328125,-740.72265625,-583.0078125,999.51171875,0.0,0
1713993504.6004362,2,WORLD,-1000.0,-1000.0,-786.1328125,-164.55078125,0.0,0
1713993504.6043134,2,WORLD,76.171875,-94.7265625,-559.08203125,-1000.0,0.0,0
1713993504.6081905,2,WORLD,999.51171875,999.51171875,-214.35546875,-153.3203125,0.0,0
1713993504.6120677,2,WORLD,-206.0546875,-56.640625,-437.5,999.51171875,0.0,0
1713993504.6159449,2,WORLD,-1000.0,-1000.0,-708.984375,228.515625,0.0,0
1713993504.619822,2,WORLD,-218.75,-229.98046875,-587.40234375,-1000.0,0.0,0
1713993504.6236992,2,WORLD,999.51171875,999.51171875,-20.01953125,-328.125,0.0,0
1713993504.627576,2,WORLD,244.62890625,244.140625,-276.3671875,999.51171875,0.0,0
1713993504.6314533,2,WORLD,-1000.0,-1000.0,-745.1171875,292.48046875,0.0,0
1713993504.6353304,2,WORLD,-461.42578125,-628.90625,-686.03515625,-1000.0,0.0,0
1713993504.6392076,2,WORLD,999.51171875,999.51171875,-323.2421875,-841.30859375,0.0,0
1713993504.6433487,2,WORLD,336.42578125,443.84765625,-369.140625,770.01953125,0.0,0
1713993504.647226,2,WORLD,-1000.0,-1000.0,-671.38671875,716.30859375,0.0,0
1713993504.6511033,2,WORLD,-963.8671875,-1000.0,-716.30859375,-831.54296875,0.0,0
1713993504.6549807,2,WORLD,586.42578125,291.015625,-500.48828125,-1000.0,0.0,0
1713993504.6588578,2,WORLD,816.40625,962.40234375,-325.68359375,-30.2734375,0.0,0
1713993504.662735,2,WORLD,-748.046875,-550.29296875,-545.8984375,999.51171875,0.0,0
1713993504.6666124,2,WORLD,-1000.0,-1000.0,-658.69140625,-198.73046875,0.0,0
1713993504.6704895,2,WORLD,-85.44921875,-183.59375,-564.94140625,-1000.0,0.0,0
1713993504.6743667,2,WORLD,999.51171875,999.51171875,-326.171875,-235.83984375,0.0,0
1713993504.678244,2,WORLD,-86.42578125,67.87109375,-451.66015625,999.51171875,0.0,0
1713993504.6821213,2,WORLD,-1000.0,-1000.0,-697.265625,222.65625,0.0,0
1713993504.6859984,2,WORLD,-224.609375,-319.82421875,-702.63671875,-1000.0,0.0,0
1713993504.6901028,2,WORLD,999.51171875,999.51171875,-347.16796875,-632.32421875,0.0,0
1713993504.6939802,2,WORLD,245.60546875,246.58203125,-364.74609375,997.0703125,0.0,0
1713993504.6978574,2,WORLD,-1000.0,-1000.0,-632.8125,297.8515625,0.0,0
1713993504.7017348,2,WORLD,-610.3515625,-799.8046875,-747.0703125,-1000.0,0.0,0
1713993504.7056122,2,WORLD,999.51171875,834.9609375,-421.875,-1000.0,0.0,0
1713993504.7094896,2,WORLD,445.3125,564.453125,-240.234375,312.01171875,0.0,0
1713993504.7133667,2,WORLD,-1000.0,-967.28515625,-535.15625,800.78125,0.0,0
1713993504.7172441,2,WORLD,-1000.0,-1000.0,-754.8828125,-768.5546875,0.0,0
1713993504.7211215,2,WORLD,283.203125,109.86328125,-581.54296875,-1000.0,0.0,0
1713993504.724999,2,WORLD,955.56640625,999.51171875,-184.5703125,-125.48828125,0.0,0
1713993504.728876,2,WORLD,-574.21875,-355.95703125,-381.34765625,999.51171875,0.0,0
1713993504.7327535,2,WORLD,-1000.0,-1000.0,-763.18359375,-5.859375,0.0,0
1713993504.737069,2,WORLD,-200.1953125,-210.9375,-662.59765625,-1000.0,0.0,0
1713993504.7409463,2,WORLD,999.51171875,999.51171875,-228.02734375,-231.4453125,0.0,0
1713993504.744824,2,WORLD,70.3125,189.94140625,-381.8359375,999.51171875,0.0,0
1713993504.7487013,2,WORLD,-1000.0,-1000.0,-726.5625,243.65234375,0.0,0
1713993504.752579,2,WORLD,-269.53125,-450.1953125,-694.3359375,-1000.0,0.0,0
1713993504.7564564,2,WORLD,999.51171875,999.51171875,-192.3828125,-503.41796875,0.0,0
1713993504.760334,2,WORLD,241.2109375,274.90234375,-199.70703125,999.51171875,0.0,0
1713993504.7642114,2,WORLD,-1000.0,-1000.0,-642.578125,579.58984375,0.0,0
1713993504.768089,2,WORLD,-766.11328125,-934.5703125,-750.48828125,-976.5625,0.0,0
1713993504.7719665,2,WORLD,883.7890625,633.7890625,-280.76171875,-1000.0,0.0,0
1713993504.775844,2,WORLD,568.359375,715.8203125,-193.359375,425.29296875,0.0,0
1713993504.7797215,2,WORLD,-970.21484375,-854.4921875,-657.2265625,999.51171875,0.0,0
1713993504.7839909,3,WORLD,-1000.0,-1000.0,-722.16796875,-316.40625,0.0,0
1713993504.7878685,3,WORLD,145.99609375,-29.296875,-539.0625,-1000.0,0.0,0
1713993504.7917461,3,WORLD,999.51171875,999.51171875,-304.19921875,-128.41796875,0.0,0
1713993504.795624,3,WORLD,-346.6796875,-163.57421875,-505.37109375,999.51171875,0.0,0
1713993504.7995017,3,WORLD,-1000.0,-1000.0,-687.5,193.84765625,0.0,0
1713993504.8033793,3,WORLD,-214.35546875,-220.21484375,-589.84375,-1000.0,0.0,0
1713993504.807257,3,WORLD,999.51171875,999.51171875,-166.50390625,-260.25390625,0.0,0
1713993504.8111346,3,WORLD,220.703125,239.2578125,-318.359375,999.51171875,0.0,0
1713993504.8150122,3,WORLD,-1000.0,-1000.0,-630.37109375,268.5546875,0.0,0
1713993504.8188899,3,WORLD,-426.7578125,-567.3828125,-620.60546875,-1000.0,0.0,0
1713993504.8227677,3,WORLD,999.51171875,999.51171875,-368.65234375,-655.76171875,0.0,0
1713993504.8266454,3,WORLD,248.53515625,360.83984375,-350.09765625,964.84375,0.0,0
1713993504.8308878,3,WORLD,-1000.0,-1000.0,-614.74609375,689.94140625,0.0,0
1713993504.8347657,3,WORLD,-908.69140625,-1000.0,-736.328125,-874.51171875,0.0,0
1713993504.8386436,3,WORLD,687.98828125,393.5546875,-486.81640625,-1000.0,0.0,0
1713993504.8425214,3,WORLD,678.22265625,862.79296875,-303.22265625,234.375,0.0,0
1713993504.8463993,3,WORLD,-909.66796875,-690.91796875,-564.94140625,999.51171875,0.0,0
1713993504.850277,3,WORLD,-1000.0,-1000.0,-704.1015625,-139.16015625,0.0,0
1713993504.8541548,3,WORLD,15.625,-149.90234375,-572.75390625,-1000.0,0.0,0
1713993504.8580327,3,WORLD,999.51171875,999.51171875,-183.10546875,-213.37890625,0.0,0
1713993504.8619106,3,WORLD,-134.765625,-6.34765625,-336.42578125,999.51171875,0.0,0
1713993504.8657882,3,WORLD,-1000.0,-1000.0,-653.3203125,233.3984375,0.0,0
1713993504.869666,3,WORLD,-223.6328125,-268.5546875,-658.203125,-1000.0,0.0,0
1713993504.873544,3,WORLD,999.51171875,999.51171875,-301.26953125,-395.01953125,0.0,0
1713993504.8777606,3,WORLD,246.09375,246.09375,-363.28125,999.51171875,0.0,0
1713993504.8816385,3,WORLD,-1000.0,-1000.0,-677.734375,303.7109375,0.0,0
1713993504.8855166,3,WORLD,-555.17578125,-707.03125,-750.9765625,-1000.0,0.0,0
1713993504.8893945,3,WORLD,999.51171875,942.87109375,-336.42578125,-889.16015625,0.0,0
1713993504.8932724,3,WORLD,357.421875,487.79296875,-247.55859375,702.1484375,0.0,0
1713993504.8971505,3,WORLD,-1000.0,-1000.0,-596.6796875,725.5859375,0.0,0
1713993504.9010284,3,WORLD,-1000.0,-1000.0,-746.09375,-833.984375,0.0,0
1713993504.9049063,3,WORLD,479.00390625,191.40625,-416.015625,-1000.0,0.0,0
1713993504.9087844,3,WORLD,871.09375,998.53515625,3.41796875,-16.11328125,0.0,0
1713993504.9126623,3,WORLD,-683.59375,-482.421875,-478.02734375,999.51171875,0.0,0
1713993504.9165404,3,WORLD,-1000.0,-1000.0,-770.5078125,-208.0078125,0.0,0
1713993504.9204183,3,WORLD,-149.4140625,-204.58984375,-610.3515625,-1000.0,0.0,0
1713993504.9246101,3,WORLD,999.51171875,999.51171875,-286.1328125,-192.87109375,0.0,0
1713993504.9284883,3,WORLD,9.765625,125.9765625,-445.3125,999.51171875,0.0,0
1713993504.9323664,3,WORLD,-1000.0,-1000.0,-707.03125,235.3515625,0.0,0
1713993504.9362445,3,WORLD,-232.421875,-378.90625,-667.48046875,-1000.0,0.0,0
1713993504.9401224,3,WORLD,999.51171875,999.51171875,-326.66015625,-718.75,0.0,0
1713993504.9440005,3,WORLD,244.62890625,247.0703125,-337.890625,916.015625,0.0,0
1713993504.9478786,3,WORLD,-1000.0,-1000.0,-631.34765625,398.92578125,0.0,0
1713993504.9517567,3,WORLD,-647.4609375,-879.39453125,-642.578125,-1000.0,0.0,0
1713993504.9556348,3,WORLD,999.51171875,725.5859375,-364.2578125,-1000.0,0.0,0
1713993504.959513,3,WORLD,468.26171875,618.65234375,-379.8828125,230.46875,0.0,0
1713993504.963391,3,WORLD,-1000.0,-936.5234375,-612.3046875,914.55078125,0.0,0
1713993504.967269,3,WORLD,-1000.0,-1000.0,-693.84765625,-616.2109375,0.0,0
1713993504.971432,3,WORLD,219.7265625,29.296875,-586.9140625,-1000.0,0.0,0
1713993504.97531,3,WORLD,999.51171875,999.51171875,-378.90625,-156.73828125,0.0,0
1713993504.9791884,3,WORLD,-446.2890625,-264.6484375,-493.1640625,999.51171875,0.0,0
1713993504.9830666,3,WORLD,-1000.0,-1000.0,-628.41796875,68.84765625,0.0,0
1713993504.9869447,3,WORLD,-207.03125,-214.84375,-619.62890625,-1000.0,0.0,0
1713993504.990823,3,WORLD,999.51171875,999.51171875,-224.609375,-189.453125,0.0,0
1713993504.9947011,3,WORLD,139.16015625,219.7265625,-293.45703125,999.51171875,0.0,0
1713993504.9985793,3,WORLD,-1000.0,-1000.0,-582.51953125,247.0703125,0.0,0
1713993505.0024576,3,WORLD,-344.7265625,-509.765625,-716.30859375,-1000.0,0.0,0
1713993505.0063357,3,WORLD,999.51171875,999.51171875,-383.30078125,-642.08984375,0.0,0
1713993505.0102139,3,WORLD,248.046875,298.828125,-330.078125,988.28125,0.0,0
1713993505.0140922,3,WORLD,-1000.0,-1000.0,-632.32421875,604.98046875,0.0,0
1713993505.01823,3,WORLD,-802.24609375,-1000.0,-755.37109375,-955.56640625,0.0,0
1713993505.0221083,3,WORLD,833.0078125,497.55859375,-456.54296875,-1000.0,0.0,0
1713993505.0259867,3,WORLD,626.953125,781.25,-318.84765625,266.11328125,0.0,0
1713993505.0298648,3,WORLD,-928.7109375,-786.1328125,-623.53515625,999.51171875,0.0,0
1713993505.0337431,3,WORLD,-1000.0,-1000.0,-734.375,-243.65234375,0.0,0
1713993505.0376215,3,WORLD,48.33984375,-106.4453125,-572.75390625,-1000.0,0.0,0
1713993505.0414999,3,WORLD,999.51171875,999.51171875,-12.6953125,-125.9765625,0.0,0
1713993505.045378,3,WORLD,-203.61328125,-76.66015625,-210.44921875,999.51171875,0.0,0
1713993505.0492563,3,WORLD,-1000.0,-1000.0,-736.328125,223.6328125,0.0,0
1713993505.0531347,3,WORLD,-218.26171875,-232.91015625,-646.484375,-1000.0,0.0,0
1713993505.057013,3,WORLD,999.51171875,999.51171875,-239.74609375,-301.7578125,0.0,0
1713993505.0608912,3,WORLD,244.62890625,245.1171875,-387.20703125,999.51171875,0.0,0
1713993505.065003,3,WORLD,-1000.0,-1000.0,-709.9609375,341.30859375,0.0,0
1713993505.0688813,3,WORLD,-459.9609375,-636.71875,-691.89453125,-1000.0,0.0,0
1713993505.0727596,3,WORLD,999.51171875,999.51171875,-337.40234375,-675.29296875,0.0,0
1713993505.076638,3,WORLD,306.15234375,423.828125,-366.69921875,922.8515625,0.0,0
1713993505.0805166,3,WORLD,-1000.0,-1000.0,-666.015625,825.1953125,0.0,0
1713993505.084395,3,WORLD,-968.75,-1000.0,-673.828125,-712.40234375,0.0,0
1713993505.0882733,3,WORLD,569.3359375,287.109375,-377.44140625,-1000.0,0.0,0
1713993505.0921516,3,WORLD,819.3359375,940.4296875,-303.22265625,179.19921875,0.0,0
1713993505.09603,3,WORLD,-748.046875,-579.58984375,-582.51953125,999.51171875,0.0,0
1713993505.0999084,3,WORLD,-1000.0,-1000.0,-702.1484375,-23.92578125,0.0,0
1713993505.1037867,3,WORLD,-85.44921875,-183.59375,-621.09375,-1000.0,0.0,0
